TAZ,origins_eet,destinations_eet,origins_mc,destinations_mc
3034.0,2225,507,2288,529
3035.0,1096,1449,1133,1501
3036.0,2804,3878,2872,4610
3037.0,1069,3876,1121,3788
3038.0,801,225,753,213
3039.0,372,137,365,116
3040.0,2642,486,2580,530
3041.0,1261,305,1240,283
3042.0,24,187,27,174
3043.0,879,2365,900,2355
3044.0,413,563,373,583
3045.0,1572,632,1584,647
3046.0,164,251,156,228
3047.0,355,58,350,57
3048.0,290,1305,273,1287
3049.0,2955,3346,2947,3309
3050.0,528,698,508,661
3051.0,268,777,251,702
3052.0,1459,1814,1361,1658
3053.0,1335,311,1367,331
3054.0,2409,1509,2450,1425
3055.0,1481,1836,1485,1939
3056.0,657,144,740,151
3057.0,2122,1543,2095,1457
3058.0,1074,285,1095,326
3059.0,823,771,812,786
3060.0,1679,1644,1692,1844
3061.0,2630,855,2555,943
3062.0,129,1298,128,1346
3063.0,294,891,308,925
3064.0,1871,619,1835,664
3065.0,269,1115,275,1142
3066.0,2762,3480,2739,3554
3067.0,2238,604,2335,583
3068.0,114,577,115,580
3069.0,1577,1466,1545,1545
3070.0,146,33,126,31
3071.0,402,217,389,214
3072.0,1805,1129,1740,1108
3073.0,4318,921,4404,982
3074.0,1635,1515,1649,1535
3075.0,722,2597,753,2614
3076.0,13,2559,18,2522
3077.0,117,869,125,847
3078.0,1052,947,1058,897
3079.0,1601,192,1691,156
3080.0,608,273,583,256
3081.0,46,429,43,433
3082.0,1247,998,1316,944
3083.0,961,1050,934,1104
3084.0,2157,473,2265,512
3085.0,3448,1609,3448,1556
3086.0,865,180,834,171
3087.0,544,2503,557,2521
3088.0,611,164,627,203
3089.0,2387,1205,2369,1203
3090.0,1828,527,1836,538
3091.0,1720,1403,1654,1399
3092.0,109,734,118,727
3093.0,231,961,267,969
3094.0,529,139,520,127
3095.0,1099,673,1068,710
3096.0,120,17,104,15
3097.0,427,108,404,107
3098.0,1250,317,1336,333
3099.0,903,250,916,283
3100.0,692,103,719,116
3101.0,791,284,833,280
3102.0,343,2506,339,2389
3103.0,433,177,478,218
3104.0,875,193,893,209
3105.0,2794,1451,2746,1460
3106.0,1623,844,1595,812
3107.0,532,498,547,436
3108.0,586,759,617,779
3109.0,1173,1769,1215,1809
3110.0,755,770,681,766
3111.0,688,12029,701,12057
3112.0,522,1247,544,1248
3113.0,1253,439,1247,446
3114.0,191,1577,179,1520
3115.0,1007,2256,1015,2207
3116.0,1046,213,1035,197
3117.0,3444,1773,3446,1754
3118.0,3642,665,3580,642
3119.0,82,1608,71,1618
3120.0,1614,548,1618,583
3121.0,990,970,1037,913
3122.0,440,140,426,154
3123.0,1313,602,1280,545
3124.0,847,297,863,271
3125.0,1478,1427,1443,1468
3126.0,287,92,299,89
3127.0,23,230,32,294
3128.0,553,521,551,500
3129.0,703,1315,705,1353
3130.0,989,1653,973,1691
3131.0,361,404,306,319
3132.0,1177,1835,1132,1784
3133.0,1730,431,1653,401
3134.0,546,146,568,174
3135.0,2696,1496,2721,1478
3136.0,1727,597,1671,644
3137.0,170,610,165,601
3138.0,1839,956,1857,1017
3139.0,2039,420,2042,461
3140.0,2059,838,1911,800
3141.0,726,145,713,162
3142.0,2360,1677,2368,1672
3143.0,247,54,246,60
3144.0,618,3277,612,3297
3145.0,270,2228,290,2252
3146.0,597,160,588,181
3147.0,155,463,175,445
3148.0,396,2279,423,2200
3149.0,1315,1580,1304,1573
3150.0,454,446,483,520
3151.0,1341,855,1362,801
3152.0,1167,199,1182,231
3153.0,1401,427,1339,385
3154.0,1043,222,1033,228
3155.0,157,1470,171,1560
3156.0,892,401,904,444
3157.0,2021,693,2097,655
3158.0,1755,399,1682,421
3159.0,1130,838,1116,852
3160.0,510,181,547,163
3161.0,746,790,713,721
3162.0,2063,423,2078,445
3163.0,86,403,91,402
3164.0,1530,454,1514,422
3165.0,1813,2301,1763,2352
3166.0,5389,986,5248,1020
3167.0,190,994,187,1033
3168.0,2328,546,2331,533
3169.0,425,132,477,144
3170.0,491,135,478,124
3171.0,2027,286,2075,297
3172.0,1562,2225,1514,2190
3173.0,325,119,292,90
3174.0,1433,1571,1401,1584
3175.0,506,1967,545,2061
3176.0,1424,328,1447,316
3177.0,81,295,67,367
3178.0,790,271,744,276
3179.0,680,171,650,163
3180.0,1615,1609,1607,1604
3181.0,1627,417,1613,478
3182.0,397,110,432,93
3183.0,2147,2545,2183,2432
3184.0,439,84,467,68
3185.0,1225,1676,1289,1663
3186.0,896,1270,820,1286
3187.0,200,17,193,31
3188.0,953,220,932,228
3189.0,1739,490,1750,529
3190.0,2158,558,2192,509
3191.0,1322,514,1340,508
3192.0,340,80,311,95
3193.0,721,699,706,675
3194.0,622,1245,636,1224
3195.0,1802,760,1824,755
3196.0,967,257,966,248
3197.0,475,1451,529,1403
3198.0,938,362,937,360
3199.0,3349,3256,3382,3240
3200.0,328,998,326,999
3201.0,1191,284,1172,263
3202.0,881,278,817,240
3203.0,3020,2865,3036,2882
3204.0,565,151,644,161
3205.0,1500,468,1465,453
3206.0,601,172,643,166
3207.0,1241,857,1285,934
3208.0,492,1858,457,1939
3209.0,1753,2461,1800,2460
3210.0,1058,437,1110,420
3211.0,737,311,770,266
3212.0,1767,496,1783,525
3213.0,61,1478,72,1566
3214.0,1667,2104,1646,2190
3215.0,971,211,969,213
3216.0,607,15153,608,15016
3217.0,1875,1365,1870,1448
3218.0,155,1799,173,1742
3219.0,915,231,860,241
3220.0,43,262,52,253
3221.0,2856,808,2812,859
3222.0,684,160,663,150
3223.0,219,169,203,168
3224.0,263,79,251,56
3225.0,1927,479,1954,472
3226.0,1333,1377,1324,1419
3227.0,202,37,201,44
3228.0,2257,682,2237,700
3229.0,823,248,830,235
3230.0,1889,503,1871,507
3231.0,662,582,657,603
3232.0,1281,290,1246,264
3233.0,919,3636,979,3753
3234.0,1108,243,1068,225
3235.0,1277,2493,1281,2575
3236.0,63,1318,70,1361
3237.0,1744,277,1792,306
3238.0,409,123,447,131
3239.0,901,1554,898,1572
3240.0,1188,328,1155,360
3241.0,2642,569,2567,557
3242.0,342,1064,355,1015
3243.0,563,152,551,151
3244.0,467,176,460,177
3245.0,606,3515,618,3494
3246.0,409,50,451,68
3247.0,1943,1117,1990,1045
3248.0,1191,245,1210,229
3249.0,1730,399,1805,371
3250.0,1116,2452,1155,2637
3251.0,150,392,148,362
3252.0,311,1711,366,1826
3253.0,3030,4042,2947,4027
3254.0,3556,3520,3480,3630
3255.0,667,186,673,171
3256.0,849,382,881,366
3257.0,1419,502,1395,562
3258.0,2633,938,2732,941
3259.0,1254,876,1212,854
3260.0,2051,574,2217,591
3261.0,995,917,913,856
3262.0,1720,460,1622,509
3263.0,1151,355,1183,387
3264.0,864,260,881,292
3265.0,2481,1492,2497,1456
3266.0,1241,274,1225,281
3267.0,1169,307,1110,292
3268.0,2325,2309,2286,2430
3269.0,974,355,974,329
3270.0,1091,2489,1112,2483
3271.0,832,414,837,532
3272.0,1373,722,1326,664
3273.0,1129,315,1173,328
3274.0,620,717,647,691
3275.0,2513,577,2536,629
3276.0,394,101,388,116
3277.0,860,312,820,321
3278.0,505,10773,496,10622
3279.0,667,203,673,173
3280.0,1906,411,1748,382
3281.0,27,412,29,409
3282.0,22,211,16,207
3283.0,452,129,461,121
3284.0,2126,310,2107,319
3285.0,2195,827,2220,798
3286.0,1374,1622,1298,1568
3287.0,2514,538,2429,516
3288.0,1070,495,1038,453
3289.0,1652,697,1756,711
3290.0,884,196,942,231
3291.0,2274,2125,2210,2017
3292.0,449,99,409,81
3293.0,536,175,539,200
3294.0,820,1457,825,1508
3295.0,2207,880,2235,872
3296.0,1,1602,1,1608
3297.0,913,218,840,239
3298.0,446,648,429,514
3299.0,1120,240,1122,225
3300.0,989,1979,1038,1881
3301.0,1919,487,1915,500
3302.0,538,117,515,106
3303.0,1447,294,1432,293
3304.0,1074,209,1088,199
3305.0,1393,920,1343,805
3306.0,69,674,51,677
3307.0,3478,851,3567,843
3308.0,1042,353,1083,382
3309.0,1133,400,1198,429
3310.0,1202,692,1090,667
3311.0,2549,1370,2664,1478
3312.0,286,56,302,47
3313.0,589,225,605,196
3314.0,1259,414,1257,412
3315.0,8,73,9,77
3316.0,78,1466,90,1415
3317.0,167,491,171,541
3318.0,688,424,717,439
3319.0,2843,6156,2847,6119
3320.0,387,1289,380,1280
3321.0,216,43,216,51
3322.0,711,182,720,193
3323.0,658,474,744,527
3324.0,1277,1433,1305,1318
3325.0,1791,937,1999,1043
3326.0,1100,2068,1105,1981
3327.0,885,143,916,149
3328.0,299,873,294,847
3329.0,700,185,710,183
3330.0,645,230,644,219
3331.0,339,64,312,83
3332.0,777,1308,791,1328
3333.0,1090,538,1052,556
3334.0,939,437,981,443
3335.0,635,224,627,222
3336.0,156,1318,162,1324
3337.0,951,238,965,231
3338.0,1802,702,1819,730
3339.0,431,110,412,85
3340.0,574,131,545,162
3341.0,676,163,687,168
3342.0,1867,1977,1906,1982
3343.0,697,169,622,152
3344.0,284,216,312,228
3345.0,1587,2234,1584,2227
3346.0,1865,540,1818,546
3347.0,1857,473,1931,477
3348.0,521,138,542,148
3349.0,1850,386,1880,402
3350.0,824,204,837,246
3351.0,904,255,860,200
3352.0,755,1252,754,1256
3353.0,454,2829,460,2734
3354.0,505,152,511,149
3355.0,1798,447,1839,465
3356.0,1214,301,1269,255
3357.0,521,197,530,206
3358.0,647,122,636,124
3359.0,689,161,705,170
3360.0,1485,763,1497,797
3361.0,585,95,588,128
3362.0,850,228,824,230
3363.0,418,143,415,111
3364.0,286,2512,327,2625
3365.0,397,156,420,157
3366.0,1402,4555,1357,4736
3367.0,61,90,50,83
3368.0,388,7873,363,7741
3369.0,476,79,461,74
3370.0,283,770,272,833
3371.0,1232,1524,1305,1626
3372.0,2507,850,2545,903
3373.0,215,49,200,56
3374.0,3073,1739,2969,1707
3375.0,1078,276,1060,227
3376.0,907,6368,917,6473
3377.0,879,1096,838,1139
3378.0,411,118,452,177
3379.0,1164,526,1148,491
3380.0,509,323,514,319
3381.0,1207,497,1216,535
3382.0,3271,1529,3321,1473
3383.0,1029,1271,1044,1294
3384.0,1448,1022,1413,1026
3385.0,190,35,216,39
3386.0,271,31,257,43
3387.0,699,509,699,536
3388.0,754,233,733,240
3389.0,475,162,444,112
3390.0,435,709,407,664
3391.0,782,180,771,187
3392.0,14,93,19,79
3393.0,98,2066,99,1950
3394.0,862,2503,899,2527
3395.0,1149,650,1146,551
3396.0,263,81,269,81
3397.0,622,207,654,200
3398.0,13,2088,14,2133
3399.0,1168,237,1105,208
3400.0,1307,323,1297,304
3401.0,3588,1325,3591,1217
3402.0,2900,632,2841,664
3403.0,754,170,757,184
3404.0,2111,487,2098,539
3405.0,397,1741,415,1722
3406.0,1079,212,1050,205
3407.0,573,141,565,134
3408.0,1036,290,1077,252
3409.0,331,88,317,84
3410.0,1774,1362,1792,1379
3411.0,1898,573,1894,592
3412.0,294,94,320,90
3413.0,318,609,312,559
3414.0,1418,810,1397,795
3415.0,31,447,21,407
3416.0,611,250,593,267
3417.0,216,4659,211,4910
3418.0,97,2809,92,2831
3419.0,2584,714,2675,751
3420.0,567,211,574,177
3421.0,1583,1114,1584,1164
3422.0,153,4463,154,4525
3423.0,1260,293,1271,314
3425.0,1390,387,1325,451
3426.0,2016,462,2037,536
3427.0,823,334,904,340
3428.0,727,1447,748,1399
3429.0,2345,1097,2399,1096
3430.0,417,98,402,114
3431.0,54,638,58,590
3432.0,1009,691,975,623
3433.0,288,106,284,102
3434.0,1055,388,1036,364
3435.0,1076,1774,1062,1835
3436.0,1666,1823,1737,1883
3437.0,3234,837,3196,837
3438.0,1272,287,1226,251
3439.0,819,280,839,324
3440.0,3960,2334,3950,2299
3441.0,1874,3374,1897,3423
3442.0,417,413,403,377
3443.0,1413,333,1349,353
3444.0,1493,238,1432,270
3445.0,83,15,81,11
3446.0,2085,862,2097,743
3447.0,289,2187,281,2171
3448.0,756,212,841,211
3449.0,507,149,493,221
3450.0,1034,261,1061,264
3451.0,207,52,195,45
3452.0,1963,503,1953,491
3454.0,574,254,580,308
3455.0,452,80,455,66
3456.0,4,5,3,5
3457.0,54,1392,61,1400
3458.0,3207,2550,3112,2413
3459.0,1580,528,1579,560
3460.0,1323,1506,1334,1579
3461.0,1813,2130,1827,2204
3462.0,645,128,681,119
3463.0,1166,6606,1191,6502
3464.0,504,1417,499,1338
3465.0,1316,485,1288,438
3466.0,2065,439,2156,547
3467.0,924,2449,880,2549
3468.0,683,418,690,441
3469.0,74,93,84,116
3470.0,2276,658,2255,663
3471.0,66,570,62,520
3472.0,733,159,853,178
3473.0,1108,285,1098,274
3474.0,1100,302,1078,266
3475.0,790,187,852,202
3476.0,42,581,40,592
3477.0,1370,279,1412,243
3478.0,812,176,820,165
3479.0,204,1109,193,1077
3480.0,1493,494,1458,501
3481.0,2793,2232,2749,2130
3482.0,1866,441,1994,448
3483.0,1087,909,1114,951
3484.0,1945,2303,2050,2407
3485.0,2109,516,2102,577
3486.0,530,268,500,271
3487.0,1319,770,1295,822
3488.0,658,626,686,664
3489.0,3143,638,3153,677
3490.0,1793,462,1795,440
3491.0,2534,428,2535,431
3492.0,734,200,727,246
3493.0,555,130,609,151
3494.0,840,1053,935,1012
3495.0,1266,304,1282,266
3496.0,1750,1151,1760,1164
3497.0,353,151,350,148
3498.0,2905,2248,2957,2189
3499.0,513,180,507,169
3500.0,519,352,495,319
3501.0,530,135,549,150
3502.0,838,955,806,936
3503.0,742,170,804,217
3504.0,1287,365,1347,356
3505.0,1260,271,1222,270
3506.0,45,2516,57,2444
3507.0,446,123,444,104
3508.0,1003,969,969,1050
3509.0,1301,1623,1337,1552
3510.0,551,2314,588,2083
3511.0,2531,1112,2423,1124
3512.0,1568,311,1495,342
3513.0,1141,311,1187,290
3514.0,1950,510,2076,615
3515.0,1780,498,1898,457
3516.0,545,147,527,159
3517.0,2588,917,2595,910
3518.0,875,1252,862,1172
3519.0,811,1821,858,1801
3520.0,1677,369,1732,407
3521.0,632,317,608,362
3522.0,693,1576,689,1571
3523.0,464,2098,463,2112
3524.0,2630,920,2505,936
3525.0,628,3856,619,3889
3526.0,1493,1720,1444,1657
3527.0,1636,569,1526,481
3528.0,871,2056,916,2002
3529.0,900,304,893,312
3530.0,62,311,55,273
3531.0,843,200,872,197
3532.0,411,132,412,144
3533.0,118,115,143,145
3534.0,903,234,882,192
3535.0,1698,1484,1727,1512
3536.0,136,284,150,334
3537.0,857,840,862,828
3538.0,334,63,334,78
3539.0,22,3488,22,3296
3540.0,2624,2381,2612,2272
3541.0,392,184,394,186
3542.0,1550,577,1507,580
3543.0,1685,431,1700,413
3544.0,583,126,527,158
3545.0,2321,522,2367,576
3546.0,1816,2476,1873,2545
3547.0,1012,264,984,278
3548.0,1258,330,1302,313
3549.0,1930,1554,1902,1560
3550.0,3377,1164,3313,1244
3551.0,8,8,5,9
3552.0,2786,1610,2770,1543
3553.0,483,3448,502,3325
3554.0,108,208,102,186
3555.0,2257,535,2293,559
3556.0,2064,2211,2120,2094
3557.0,315,50,295,58
3558.0,1884,1240,1859,1234
3559.0,2494,760,2487,735
3560.0,7,127,11,134
3561.0,4407,1374,4493,1357
3562.0,431,77,435,87
3563.0,1373,545,1397,554
3564.0,300,1324,289,1332
3565.0,3341,785,3294,841
3566.0,3516,786,3620,813
3567.0,1584,425,1596,402
3568.0,1828,1202,1812,1173
3569.0,945,1384,954,1342
3570.0,2196,1375,2138,1349
3571.0,1229,595,1226,559
3572.0,454,138,449,133
3573.0,797,6439,811,6460
3574.0,2295,2305,2215,2337
3575.0,1315,581,1236,566
3576.0,1756,405,1765,382
3577.0,402,106,367,103
3578.0,2541,3233,2553,3103
3579.0,610,782,562,757
3580.0,1569,301,1530,331
3581.0,236,27,254,39
3582.0,807,163,799,138
3583.0,483,1421,494,1464
3584.0,260,59,249,53
3585.0,712,263,750,268
3586.0,2242,444,2234,506
3587.0,2701,661,2771,724
3588.0,2835,1918,2894,1872
3589.0,1691,371,1708,370
3590.0,712,125,735,146
3591.0,2666,1865,2731,1832
3592.0,1970,1091,1961,1022
3593.0,26,296,26,299
3594.0,1578,449,1535,422
3595.0,718,656,787,700
3596.0,536,215,559,252
3597.0,431,141,450,139
3598.0,3761,2302,3723,2391
3599.0,339,135,342,144
3600.0,404,298,415,311
3601.0,58,241,48,213
3602.0,516,518,485,475
3603.0,1495,546,1448,557
3604.0,371,2132,364,2111
3605.0,2772,3656,2851,3755
3606.0,505,2227,523,2281
3607.0,1732,733,1778,711
3608.0,746,188,734,227
3609.0,804,217,774,221
3610.0,2771,726,2768,818
3611.0,2409,582,2369,569
3612.0,398,9635,389,9841
3613.0,1386,314,1352,333
3614.0,1702,2371,1662,2346
3615.0,665,161,708,165
3616.0,1634,574,1680,631
3617.0,998,314,1002,288
3618.0,1315,372,1331,373
3619.0,1164,847,1150,875
3620.0,207,62,204,63
3621.0,1550,1847,1493,1823
3622.0,1506,736,1465,694
3623.0,1839,397,1767,340
3624.0,257,776,281,771
3625.0,2,329,2,338
3626.0,2673,835,2679,830
3627.0,2735,877,2639,822
3628.0,1248,516,1204,503
3629.0,389,923,376,892
3630.0,26,602,22,668
3631.0,3207,882,3152,882
3632.0,3107,3450,3170,3305
3633.0,1848,2223,1870,2137
3634.0,2938,3225,2886,3192
3635.0,724,255,694,234
3636.0,20,1410,24,1426
3637.0,1214,1656,1248,1743
3638.0,267,991,251,984
3639.0,1992,516,1926,516
3640.0,1388,437,1413,420
3641.0,280,850,306,855
3642.0,1388,299,1466,311
3643.0,1113,412,1148,400
3644.0,1185,3163,1162,3074
3645.0,1553,1592,1536,1649
3646.0,1384,303,1356,302
3647.0,82,162,71,148
3648.0,816,882,883,934
3649.0,1226,307,1211,387
3650.0,1130,284,1147,306
3651.0,1257,732,1226,719
3652.0,1126,265,1123,254
3653.0,713,328,718,214
3654.0,1940,418,1932,436
3655.0,1725,541,1636,531
3656.0,271,966,285,966
3657.0,477,545,482,561
3658.0,607,139,604,120
3659.0,919,1240,870,1207
3660.0,915,2720,898,2822
3661.0,320,75,364,89
3662.0,702,188,672,211
3663.0,1709,588,1651,520
3664.0,1243,472,1255,499
3665.0,1487,258,1406,281
3666.0,2872,575,2962,601
3667.0,4290,1960,4296,2028
3668.0,2653,820,2655,787
3669.0,239,3280,238,3177
3670.0,1130,1397,1088,1438
3671.0,1095,747,1171,792
3672.0,82,17,83,24
3673.0,96,431,108,420
3674.0,273,5287,285,5407
3675.0,1049,757,1072,735
3676.0,502,3205,490,3365
3677.0,150,3583,154,3474
3678.0,450,111,412,123
3679.0,1537,1966,1528,1941
3680.0,702,288,639,260
3681.0,1429,422,1403,378
3682.0,2080,622,2177,603
3683.0,1386,308,1414,294
3684.0,144,814,144,844
3685.0,701,364,703,367
3686.0,10,130,18,126
3687.0,882,731,910,831
3688.0,1995,1164,1982,1153
3689.0,294,171,265,189
3690.0,92,18,74,3
3691.0,310,809,345,797
3692.0,881,376,808,331
3694.0,306,80,312,87
3695.0,1445,336,1476,300
3696.0,947,2583,960,2475
3697.0,1116,1934,1084,1914
3698.0,857,1810,883,1663
3700.0,1455,1313,1409,1301
3701.0,201,2642,207,2733
3702.0,2330,1605,2245,1701
3703.0,646,162,635,154
3704.0,484,90,466,108
3705.0,2065,476,2134,490
3706.0,862,1164,942,1173
3707.0,1193,250,1188,267
3708.0,1862,592,1899,568
3709.0,896,1531,902,1452
3710.0,1816,957,1846,959
3711.0,660,190,666,193
3712.0,1338,435,1272,413
3713.0,1035,2541,1105,2559
3714.0,554,145,555,142
3715.0,5,11,8,21
3716.0,519,133,537,138
3717.0,285,75,282,70
3718.0,1232,333,1190,355
3719.0,358,46,356,64
3720.0,244,102,281,106
3721.0,1904,304,1865,325
3722.0,1021,1630,1120,1632
3723.0,1413,447,1385,393
3724.0,69,1726,54,1798
3725.0,1086,378,1112,407
3726.0,262,72,243,60
3727.0,891,2203,911,2163
3728.0,1002,2329,1000,2274
3729.0,614,245,621,304
3730.0,753,988,786,999
3731.0,2529,756,2461,729
3733.0,65,32,84,35
3734.0,1885,1515,1793,1485
3735.0,1194,1015,1201,1014
3736.0,1180,345,1088,314
3737.0,727,958,712,992
3738.0,3,0,3,1
3739.0,1746,714,1856,706
3740.0,1288,411,1322,452
3741.0,590,1957,551,1910
3742.0,356,2057,366,2021
3743.0,948,267,930,262
3744.0,197,19754,233,19778
3745.0,1874,429,1874,442
3746.0,368,146,335,138
3747.0,2341,628,2377,578
3748.0,345,3917,370,3866
3749.0,193,2595,176,2711
3750.0,681,174,685,190
3751.0,629,259,625,276
3752.0,398,201,406,170
3753.0,1842,432,1874,452
3754.0,1332,513,1328,535
3755.0,4409,1152,4417,1265
3756.0,5107,1107,5066,1054
3757.0,1407,515,1429,460
3758.0,9,607,23,603
3759.0,1609,230,1557,260
3760.0,398,111,440,110
3761.0,284,135,311,96
3762.0,1188,561,1190,563
3763.0,136,209,136,209
3764.0,2346,635,2325,684
3765.0,120,3282,142,3312
3766.0,2688,3121,2726,3171
3767.0,1294,1789,1312,1775
3768.0,384,88,354,71
3769.0,1377,880,1357,797
3770.0,811,214,805,190
3771.0,125,997,121,913
3772.0,1864,1085,1911,1046
3773.0,129,2996,164,3179
3774.0,2760,1910,2845,1981
3775.0,943,351,899,363
3776.0,123,1073,126,1101
3777.0,1146,576,1194,619
3778.0,434,1181,407,1129
3779.0,560,1822,600,1762
3780.0,593,172,581,169
3781.0,177,707,181,704
3783.0,2316,1121,2311,1143
3784.0,317,79,359,96
3785.0,2916,737,2746,746
3786.0,1548,322,1569,297
3787.0,374,805,395,859
3788.0,1148,1224,1118,1197
3789.0,137,21,140,31
3790.0,951,194,1022,216
3791.0,341,181,370,151
3792.0,732,2143,728,2252
3793.0,251,185,237,147
3794.0,976,246,1019,253
3795.0,280,63,296,53
3796.0,788,3176,783,3132
3797.0,1204,1115,1208,1090
3798.0,737,672,762,697
3799.0,1020,776,1008,758
3800.0,1000,3993,1022,4011
3801.0,950,326,993,312
3802.0,244,112,234,138
3803.0,2000,1688,1966,1677
3804.0,3057,1893,3105,2040
3805.0,659,561,683,521
3806.0,144,371,130,324
3807.0,2402,548,2499,548
3808.0,1262,604,1251,579
3809.0,976,685,961,660
3810.0,1263,469,1264,472
3812.0,2394,4844,2402,4897
3813.0,648,2083,635,2114
3814.0,271,51,262,54
3815.0,2509,2707,2507,2771
3816.0,64,1560,77,1456
3817.0,83,225,77,255
3818.0,542,104,540,114
3819.0,2428,2753,2444,2854
3820.0,1304,4309,1304,4285
3821.0,1915,524,1867,477
3822.0,2391,553,2339,532
3823.0,241,94,224,62
3824.0,852,227,862,213
3825.0,822,644,778,634
3826.0,335,1422,336,1442
3827.0,921,353,852,367
3828.0,283,103,278,92
3829.0,701,201,693,214
3830.0,132,2934,102,2824
3831.0,65,331,56,362
3832.0,1211,260,1189,263
3834.0,801,500,745,515
3835.0,397,1888,414,2015
3837.0,230,30,210,40
3838.0,572,258,563,213
3839.0,515,191,551,189
3840.0,705,1147,769,1076
3841.0,2528,3049,2464,3009
3842.0,315,1530,318,1588
3843.0,1112,370,1054,331
3844.0,94,24,92,29
3845.0,878,342,921,309
3846.0,69,384,78,379
3847.0,467,99,465,119
3848.0,582,555,537,512
3849.0,195,2003,205,1927
3850.0,149,601,154,595
3851.0,8,3,11,3
3852.0,631,283,593,251
3853.0,65,274,94,333
3854.0,1790,690,1800,770
3855.0,1137,728,1075,731
3856.0,993,1178,986,1175
3857.0,68,18,69,11
3858.0,494,658,456,652
3859.0,2771,602,2810,591
3860.0,12,2692,13,2800
3861.0,494,162,500,188
3862.0,1322,344,1267,332
3863.0,1774,401,1818,410
3864.0,2265,762,2258,767
3865.0,136,901,101,903
3866.0,584,1573,575,1542
3867.0,2532,765,2572,753
3868.0,1412,1287,1416,1330
3869.0,1365,271,1305,269
3870.0,95,1143,139,1243
3871.0,1474,580,1482,594
3872.0,655,700,624,688
3873.0,832,117,853,136
3874.0,938,215,904,252
3875.0,803,204,789,179
3876.0,2084,567,2082,624
3877.0,1200,1483,1168,1586
3878.0,622,1828,601,1824
3879.0,707,119,655,161
3880.0,512,433,510,443
3881.0,38,175,31,142
3883.0,164,950,168,900
3884.0,100,387,72,373
3885.0,1499,383,1512,343
3886.0,117,827,131,840
3887.0,235,44,238,34
3888.0,2087,2391,1957,2295
3889.0,1105,180,1089,161
3890.0,1086,639,1040,626
3891.0,990,232,999,187
3892.0,1667,1050,1701,1055
3893.0,843,280,836,313
3894.0,1115,229,1114,229
3895.0,19,127,28,122
3896.0,50,971,46,907
3897.0,761,419,763,429
3898.0,2024,635,1998,672
3899.0,942,404,886,398
3900.0,293,1747,270,1681
3901.0,2835,1615,2808,1723
3902.0,1329,1751,1361,1665
3903.0,304,136,350,116
3904.0,654,399,677,412
3905.0,6,22,6,23
3906.0,94,1864,101,1872
3907.0,185,28,146,37
3908.0,1568,352,1514,362
3909.0,1565,351,1531,312
3910.0,916,230,932,261
3911.0,1565,496,1538,421
3912.0,76,1085,72,1132
3913.0,768,715,744,717
3914.0,2639,590,2572,546
3915.0,487,161,489,161
3916.0,665,1711,612,1750
3918.0,700,221,696,253
3919.0,3060,1871,3224,1954
3920.0,2799,641,2733,625
3921.0,474,93,496,82
3922.0,2330,595,2390,591
3923.0,687,617,644,657
3925.0,357,121,351,122
3926.0,376,115,341,107
3927.0,1292,440,1325,496
3928.0,3549,1341,3537,1359
3929.0,745,329,743,329
3930.0,920,1126,978,1049
3931.0,2072,1521,2026,1548
3932.0,1462,487,1453,484
3933.0,911,2029,905,2039
3934.0,13,63,16,67
3935.0,969,192,993,228
3936.0,112,38,114,30
3938.0,1259,285,1251,286
3939.0,2319,5887,2257,6082
3940.0,502,9902,502,9768
3941.0,1170,2573,1100,2492
3942.0,349,390,330,372
3943.0,2199,407,2218,387
3944.0,3267,790,3278,837
3945.0,2991,541,2960,502
3946.0,2211,784,2166,809
3947.0,7,73,1,75
3948.0,1580,322,1488,285
3949.0,929,185,904,206
3950.0,741,1365,744,1367
3951.0,375,2537,326,2505
3952.0,1885,1709,1919,1640
3953.0,1913,1523,1855,1471
3954.0,2149,2821,2049,2770
3955.0,1302,618,1282,686
3956.0,1638,564,1571,620
3957.0,22,536,24,547
3958.0,5175,1709,5104,1701
3959.0,2099,361,2060,352
3960.0,802,579,763,543
3961.0,848,227,845,209
3962.0,5,20,3,14
3963.0,1346,227,1334,232
3964.0,221,2022,220,2024
3965.0,276,97,282,96
3967.0,1203,1648,1167,1578
3968.0,1210,488,1145,460
3969.0,398,545,385,529
3970.0,52,371,50,359
3971.0,900,6705,873,6850
3972.0,582,1434,603,1489
3973.0,2082,1887,2031,1839
3974.0,2431,4839,2347,4821
3975.0,819,405,799,455
3977.0,819,493,804,534
3979.0,261,51,308,51
3980.0,3105,1069,3173,1141
3981.0,854,190,869,173
3982.0,529,2525,558,2448
3983.0,676,240,638,255
3984.0,79,4255,81,4197
3985.0,550,236,559,226
3986.0,647,2255,661,2187
3987.0,1343,503,1317,511
3988.0,1532,3825,1540,3841
3989.0,698,4655,688,4596
3990.0,260,71,294,86
3991.0,340,157,365,207
3992.0,2367,474,2315,463
3993.0,834,1348,822,1348
3994.0,883,224,845,235
3995.0,2256,369,2328,419
3996.0,1049,226,1045,218
3997.0,489,113,546,103
3998.0,148,593,180,550
3999.0,2456,1171,2386,1105
4000.0,1963,1110,1969,1070
4001.0,875,1023,827,1053
4002.0,600,146,630,142
4003.0,82,1403,67,1338
4004.0,283,77,304,76
4006.0,1111,319,1105,333
4007.0,502,108,524,88
4008.0,86,56,79,50
4009.0,1271,513,1343,528
4010.0,10,181,16,218
4011.0,125,76,140,65
4012.0,944,1065,943,1036
